Date : 2024-02-02 15:29:34
Directory : c:\Users\acer\workspace1\langtube\packages\readability
Total : 482 files,  -12938 codes, -3390 comments, -3115 blanks, all -19443 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| ..\youtube_subtitles_scraper\macos\Flutter\ephemeral                                                                                                  |          1 |        -10 |         -2 |         -1 |        -13 |
| ..\youtube_subtitles_scraper\test                                                                                                                     |          3 |        -72 |       -261 |        -16 |       -349 |
| ..\youtube_subtitles_scraper\test (Files)                                                                                                             |          1 |        -72 |        -25 |        -11 |       -108 |
| ..\youtube_subtitles_scraper\test\test_subtitles                                                                                                      |          2 |          0 |       -236 |         -5 |       -241 |
| ..\youtube_subtitles_scraper\test\test_subtitles\kurtzgesagt                                                                                          |          2 |          0 |       -236 |         -5 |       -241 |
| ..\youtube_subtitles_scraper\windows                                                                                                                  |          2 |         -8 |         -9 |        -11 |        -28 |
| ..\youtube_subtitles_scraper\windows\flutter                                                                                                          |          2 |         -8 |         -9 |        -11 |        -28 |
+-------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------------------------------------+--------------+------------+------------+------------+------------+
| filename                                                                                                                                              | language     | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------------------------+--------------+------------+------------+------------+------------+
| c:\Users\acer\workspace1\langtube\packages\aligned_bottom_sheet\CHANGELOG.md                                                                          | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\aligned_bottom_sheet\README.md                                                                             | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\aligned_bottom_sheet\analysis_options.yaml                                                                 | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\aligned_bottom_sheet\lib\aligned_bottom_sheet.dart                                                         | Dart         |       -873 |       -470 |       -139 |     -1,482 |
| c:\Users\acer\workspace1\langtube\packages\aligned_bottom_sheet\pubspec.yaml                                                                          | YAML         |        -15 |        -32 |         -8 |        -55 |
| c:\Users\acer\workspace1\langtube\packages\bottom_tabbed_navigator\CHANGELOG.md                                                                       | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\bottom_tabbed_navigator\README.md                                                                          | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\bottom_tabbed_navigator\analysis_options.yaml                                                              | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\bottom_tabbed_navigator\lib\bottom_tabbed_navigator.dart                                                   | Dart         |         -3 |          0 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\bottom_tabbed_navigator\lib\src\keep_alive_wrapper.dart                                                    | Dart         |        -22 |          0 |         -5 |        -27 |
| c:\Users\acer\workspace1\langtube\packages\bottom_tabbed_navigator\lib\src\navigator.dart                                                             | Dart         |        -83 |          0 |        -11 |        -94 |
| c:\Users\acer\workspace1\langtube\packages\bottom_tabbed_navigator\lib\src\tab_navigation_item.dart                                                   | Dart         |         -9 |          0 |         -2 |        -11 |
| c:\Users\acer\workspace1\langtube\packages\bottom_tabbed_navigator\pubspec.yaml                                                                       | YAML         |        -15 |        -32 |         -8 |        -55 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\CHANGELOG.md                                                                              | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\README.md                                                                                 | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\analysis_options.yaml                                                                     | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\android\app\src\main\java\io\flutter\plugins\GeneratedPluginRegistrant.java               | Java         |        -17 |         -3 |         -4 |        -24 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\android\local.properties                                                                  | Properties   |         -2 |          0 |          0 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\ios\Flutter\flutter_export_environment.sh                                                 | Shell Script |        -11 |         -2 |         -1 |        -14 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\ios\Runner\GeneratedPluginRegistrant.h                                                    | C++          |         -9 |         -4 |         -7 |        -20 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\ios\Runner\GeneratedPluginRegistrant.m                                                    | Objective-C  |         -5 |         -4 |         -6 |        -15 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\lib\circular_inkwell.dart                                                                 | Dart         |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\lib\src\circular_inkwell.dart                                                             | Dart         |        -27 |          0 |         -2 |        -29 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\linux\flutter\generated_plugin_registrant.cc                                              | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\linux\flutter\generated_plugin_registrant.h                                               | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\macos\Flutter\GeneratedPluginRegistrant.swift                                             | Swift        |         -4 |         -3 |         -4 |        -11 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\macos\Flutter\ephemeral\flutter_export_environment.sh                                     | Shell Script |        -10 |         -2 |         -1 |        -13 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\pubspec.yaml                                                                              | YAML         |        -15 |        -32 |         -8 |        -55 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\test\circular_inkwell_test.dart                                                           | Dart         |        -72 |        -13 |        -14 |        -99 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\windows\flutter\generated_plugin_registrant.cc                                            | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\circular_inkwell\windows\flutter\generated_plugin_registrant.h                                             | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\CHANGELOG.md                                                                                  | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\README.md                                                                                     | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\analysis_options.yaml                                                                         | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\android\app\src\main\java\io\flutter\plugins\GeneratedPluginRegistrant.java                   | Java         |        -17 |         -3 |         -4 |        -24 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\android\local.properties                                                                      | Properties   |         -2 |          0 |          0 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\ios\Flutter\flutter_export_environment.sh                                                     | Shell Script |        -11 |         -2 |         -1 |        -14 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\ios\Runner\GeneratedPluginRegistrant.h                                                        | C++          |         -9 |         -4 |         -7 |        -20 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\ios\Runner\GeneratedPluginRegistrant.m                                                        | Objective-C  |         -5 |         -4 |         -6 |        -15 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\lib\clipped_icon.dart                                                                         | Dart         |         -3 |          0 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\lib\src\clip_direction.dart                                                                   | Dart         |         -4 |          0 |          0 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\lib\src\clipped_icon.dart                                                                     | Dart         |        -24 |          0 |         -5 |        -29 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\lib\src\clipper.dart                                                                          | Dart         |        -27 |          0 |         -6 |        -33 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\linux\flutter\generated_plugin_registrant.cc                                                  | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\linux\flutter\generated_plugin_registrant.h                                                   | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\macos\Flutter\GeneratedPluginRegistrant.swift                                                 | Swift        |         -4 |         -3 |         -4 |        -11 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\macos\Flutter\ephemeral\flutter_export_environment.sh                                         | Shell Script |        -10 |         -2 |         -1 |        -13 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\pubspec.yaml                                                                                  | YAML         |        -15 |        -32 |         -8 |        -55 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\windows\flutter\generated_plugin_registrant.cc                                                | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\clipped_icon\windows\flutter\generated_plugin_registrant.h                                                 | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\CHANGELOG.md                                                                               | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\README.md                                                                                  | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\analysis_options.yaml                                                                      | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\android\app\src\main\java\io\flutter\plugins\GeneratedPluginRegistrant.java                | Java         |        -17 |         -3 |         -4 |        -24 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\android\local.properties                                                                   | Properties   |         -2 |          0 |          0 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\ios\Flutter\flutter_export_environment.sh                                                  | Shell Script |        -11 |         -2 |         -1 |        -14 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\ios\Runner\GeneratedPluginRegistrant.h                                                     | C++          |         -9 |         -4 |         -7 |        -20 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\ios\Runner\GeneratedPluginRegistrant.m                                                     | Objective-C  |         -5 |         -4 |         -6 |        -15 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\lib\colourful_print.dart                                                                   | Dart         |         -6 |          0 |         -2 |         -8 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\linux\flutter\generated_plugin_registrant.cc                                               | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\linux\flutter\generated_plugin_registrant.h                                                | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\macos\Flutter\GeneratedPluginRegistrant.swift                                              | Swift        |         -4 |         -3 |         -4 |        -11 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\macos\Flutter\ephemeral\flutter_export_environment.sh                                      | Shell Script |        -10 |         -2 |         -1 |        -13 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\pubspec.yaml                                                                               | YAML         |        -15 |        -32 |         -8 |        -55 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\windows\flutter\generated_plugin_registrant.cc                                             | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\colourful_print\windows\flutter\generated_plugin_registrant.h                                              | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\core_utils\CHANGELOG.md                                                                                    | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\core_utils\README.md                                                                                       | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\core_utils\analysis_options.yaml                                                                           | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\core_utils\lib\core_utils.dart                                                                             | Dart         |         -3 |          0 |         -1 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\core_utils\lib\src\bool_to_int.dart                                                                        | Dart         |         -3 |          0 |         -1 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\core_utils\lib\src\capitalization.dart                                                                     | Dart         |         -4 |          0 |         -1 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\core_utils\lib\src\int_to_bool.dart                                                                        | Dart         |         -6 |          0 |         -1 |         -7 |
| c:\Users\acer\workspace1\langtube\packages\core_utils\pubspec.yaml                                                                                    | YAML         |        -15 |        -32 |         -8 |        -55 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\CHANGELOG.md                                                                             | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\README.md                                                                                | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\analysis_options.yaml                                                                    | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\android\app\src\main\java\io\flutter\plugins\GeneratedPluginRegistrant.java              | Java         |        -17 |         -3 |         -4 |        -24 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\android\local.properties                                                                 | Properties   |         -2 |          0 |          0 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\ios\Flutter\flutter_export_environment.sh                                                | Shell Script |        -11 |         -2 |         -1 |        -14 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\ios\Runner\GeneratedPluginRegistrant.h                                                   | C++          |         -9 |         -4 |         -7 |        -20 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\ios\Runner\GeneratedPluginRegistrant.m                                                   | Objective-C  |         -5 |         -4 |         -6 |        -15 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\lib\curved_bottom_bar.dart                                                               | Dart         |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\lib\src\bar.dart                                                                         | Dart         |        -56 |          0 |         -3 |        -59 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\lib\src\painter.dart                                                                     | Dart         |        -40 |         -1 |         -5 |        -46 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\linux\flutter\generated_plugin_registrant.cc                                             | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\linux\flutter\generated_plugin_registrant.h                                              | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\macos\Flutter\GeneratedPluginRegistrant.swift                                            | Swift        |         -4 |         -3 |         -4 |        -11 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\macos\Flutter\ephemeral\flutter_export_environment.sh                                    | Shell Script |        -10 |         -2 |         -1 |        -13 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\pubspec.yaml                                                                             | YAML         |        -15 |        -32 |         -8 |        -55 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\windows\flutter\generated_plugin_registrant.cc                                           | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\curved_bottom_bar\windows\flutter\generated_plugin_registrant.h                                            | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\dio_api_client\CHANGELOG.md                                                                                | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\dio_api_client\README.md                                                                                   | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\dio_api_client\analysis_options.yaml                                                                       | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\dio_api_client\lib\dio_api_client.dart                                                                     | Dart         |         -3 |          0 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\dio_api_client\lib\src\api_client.dart                                                                     | Dart         |        -34 |          0 |         -4 |        -38 |
| c:\Users\acer\workspace1\langtube\packages\dio_api_client\pubspec.yaml                                                                                | YAML         |        -19 |        -32 |         -8 |        -59 |
| c:\Users\acer\workspace1\langtube\packages\dio_api_client\test\cache_test.dart                                                                        | Dart         |        -23 |          0 |         -4 |        -27 |
| c:\Users\acer\workspace1\langtube\packages\languages\CHANGELOG.md                                                                                     | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\languages\README.md                                                                                        | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\languages\analysis_options.yaml                                                                            | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\languages\android\app\src\main\java\io\flutter\plugins\GeneratedPluginRegistrant.java                      | Java         |        -17 |         -3 |         -4 |        -24 |
| c:\Users\acer\workspace1\langtube\packages\languages\android\local.properties                                                                         | Properties   |         -2 |          0 |          0 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\languages\ios\Flutter\flutter_export_environment.sh                                                        | Shell Script |        -11 |         -2 |         -1 |        -14 |
| c:\Users\acer\workspace1\langtube\packages\languages\ios\Runner\GeneratedPluginRegistrant.h                                                           | C++          |         -9 |         -4 |         -7 |        -20 |
| c:\Users\acer\workspace1\langtube\packages\languages\ios\Runner\GeneratedPluginRegistrant.m                                                           | Objective-C  |         -5 |         -4 |         -6 |        -15 |
| c:\Users\acer\workspace1\langtube\packages\languages\lib\languages.dart                                                                               | Dart         |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\languages\lib\src\language_codes.dart                                                                      | Dart         |        -12 |         -1 |         -3 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\languages\lib\src\language_flags.dart                                                                      | Dart         |        -19 |          0 |         -2 |        -21 |
| c:\Users\acer\workspace1\langtube\packages\languages\lib\src\language_patterns.dart                                                                   | Dart         |         -9 |          0 |         -1 |        -10 |
| c:\Users\acer\workspace1\langtube\packages\languages\lib\src\languages.dart                                                                           | Dart         |        -69 |          0 |        -13 |        -82 |
| c:\Users\acer\workspace1\langtube\packages\languages\lib\src\languages\german.dart                                                                    | Dart         |        -89 |         -1 |         -4 |        -94 |
| c:\Users\acer\workspace1\langtube\packages\languages\linux\flutter\generated_plugin_registrant.cc                                                     | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\languages\linux\flutter\generated_plugin_registrant.h                                                      | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\languages\macos\Flutter\GeneratedPluginRegistrant.swift                                                    | Swift        |         -4 |         -3 |         -4 |        -11 |
| c:\Users\acer\workspace1\langtube\packages\languages\macos\Flutter\ephemeral\flutter_export_environment.sh                                            | Shell Script |        -10 |         -2 |         -1 |        -13 |
| c:\Users\acer\workspace1\langtube\packages\languages\pubspec.yaml                                                                                     | YAML         |        -15 |        -32 |         -8 |        -55 |
| c:\Users\acer\workspace1\langtube\packages\languages\test\language_utils_test.dart                                                                    | Dart         |          0 |          0 |         -2 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\languages\windows\flutter\generated_plugin_registrant.cc                                                   | C++          |         -3 |         -4 |         -5 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\languages\windows\flutter\generated_plugin_registrant.h                                                    | C++          |         -5 |         -5 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\oxford_dictionary_scraper\CHANGELOG.md                                                                     | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\oxford_dictionary_scraper\README.md                                                                        | Markdown     |        -17 |        -12 |        -11 |        -40 |
| c:\Users\acer\workspace1\langtube\packages\oxford_dictionary_scraper\analysis_options.yaml                                                            | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\oxford_dictionary_scraper\lib\oxford_dictionary_scraper.dart                                               | Dart         |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\oxford_dictionary_scraper\lib\src\data\data.dart                                                           | Dart         |       -115 |          0 |        -35 |       -150 |
| c:\Users\acer\workspace1\langtube\packages\oxford_dictionary_scraper\lib\src\data\generated\data.g.dart                                               | Dart         |        -91 |         -4 |        -19 |       -114 |
| c:\Users\acer\workspace1\langtube\packages\oxford_dictionary_scraper\lib\src\exceptions.dart                                                          | Dart         |        -17 |          0 |         -5 |        -22 |
| c:\Users\acer\workspace1\langtube\packages\oxford_dictionary_scraper\lib\src\helpers\oxford_dictionary_api_client.dart                                | Dart         |        -37 |         -3 |         -9 |        -49 |
| c:\Users\acer\workspace1\langtube\packages\oxford_dictionary_scraper\lib\src\helpers\oxford_dictionary_soup_parser.dart                               | Dart         |        -73 |          0 |         -5 |        -78 |
| c:\Users\acer\workspace1\langtube\packages\oxford_dictionary_scraper\lib\src\helpers\popular_user_agents.dart                                         | Dart         |        -30 |          0 |         -1 |        -31 |
| c:\Users\acer\workspace1\langtube\packages\oxford_dictionary_scraper\lib\src\oxford_dictionary_scraper.dart                                           | Dart         |        -35 |         -2 |         -6 |        -43 |
| c:\Users\acer\workspace1\langtube\packages\oxford_dictionary_scraper\pubspec.yaml                                                                     | YAML         |        -16 |        -32 |        -10 |        -58 |
| c:\Users\acer\workspace1\langtube\packages\oxford_dictionary_scraper\test\oxford_dictionary_scraper_test.dart                                         | Dart         |         -9 |          0 |         -3 |        -12 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\CHANGELOG.md                                                                                    | Markdown     |         -2 |          0 |         -2 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\README.md                                                                                       | Markdown     |        -10 |          0 |         -6 |        -16 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\analysis_options.yaml                                                                           | YAML         |         -1 |         -2 |         -2 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\android\build.gradle                                                                            | Gradle       |        -46 |          0 |        -11 |        -57 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\android\settings.gradle                                                                         | Gradle       |         -1 |          0 |         -1 |         -2 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\android\src\main\AndroidManifest.xml                                                            | XML          |         -4 |          0 |         -1 |         -5 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\android\src\main\java\com\example\pos_tagger\PosTagger.java                                     | Java         |        -15 |          0 |         -5 |        -20 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\android\src\main\java\com\example\pos_tagger\PosTaggerImpl.java                                 | Java         |        -50 |         -1 |        -12 |        -63 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\android\src\main\java\com\example\pos_tagger\PosTaggerPlugin.java                               | Java         |        -44 |         -1 |        -11 |        -56 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\android\src\test\java\com\example\pos_tagger\PosTaggerPluginTest.java                           | Java         |        -32 |         -2 |         -9 |        -43 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\README.md                                                                               | Markdown     |        -10 |          0 |         -7 |        -17 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\analysis_options.yaml                                                                   | YAML         |         -3 |        -22 |         -4 |        -29 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\android\app\build.gradle                                                                | Gradle       |        -44 |         -5 |         -9 |        -58 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\android\app\src\debug\AndroidManifest.xml                                               | XML          |         -3 |         -4 |         -1 |         -8 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\android\app\src\main\AndroidManifest.xml                                                | XML          |        -30 |         -6 |         -1 |        -37 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\android\app\src\main\java\com\example\pos_tagger_example\MainActivity.java              | Java         |         -4 |          0 |         -3 |         -7 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\android\app\src\main\res\drawable-v21\launch_background.xml                             | XML          |         -4 |         -7 |         -2 |        -13 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\android\app\src\main\res\drawable\launch_background.xml                                 | XML          |         -4 |         -7 |         -2 |        -13 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\android\app\src\main\res\values-night\styles.xml                                        | XML          |         -9 |         -9 |         -1 |        -19 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\android\app\src\main\res\values\styles.xml                                              | XML          |         -9 |         -9 |         -1 |        -19 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\android\app\src\profile\AndroidManifest.xml                                             | XML          |         -3 |         -4 |         -1 |         -8 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\android\build.gradle                                                                    | Gradle       |        -26 |          0 |         -5 |        -31 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\android\gradle.properties                                                               | Properties   |         -3 |          0 |         -1 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\android\gradle\wrapper\gradle-wrapper.properties                                        | Properties   |         -5 |          0 |         -1 |         -6 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\android\settings.gradle                                                                 | Gradle       |        -24 |          0 |         -6 |        -30 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\integration_test\plugin_integration_test.dart                                           | Dart         |        -88 |        -16 |        -40 |       -144 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\lib\main.dart                                                                           | Dart         |        -44 |          0 |         -9 |        -53 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\pubspec.yaml                                                                            | YAML         |        -20 |        -53 |        -14 |        -87 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\example\test\widget_test.dart                                                                   | Dart         |        -15 |         -8 |         -5 |        -28 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\lib\pos_tagger.dart                                                                             | Dart         |         -3 |          0 |         -1 |         -4 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\lib\src\method_channel\pos_tagger_method_channel.dart                                           | Dart         |        -17 |         -1 |         -4 |        -22 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\lib\src\method_channel\pos_tagger_platform_interface.dart                                       | Dart         |        -17 |          0 |         -8 |        -25 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\lib\src\models\pos_tag.dart                                                                     | Dart         |        -29 |          0 |         -1 |        -30 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\lib\src\models\pos_tag_entry.dart                                                               | Dart         |        -36 |         -1 |         -8 |        -45 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\lib\src\pos_tagger_impl.dart                                                                    | Dart         |        -52 |          0 |         -8 |        -60 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\lib\src\pos_tagger_interface.dart                                                               | Dart         |        -15 |         -1 |         -5 |        -21 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\lib\src\utils\pos_tag_mapper.dart                                                               | Dart         |        -63 |          0 |         -2 |        -65 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\pubspec.yaml                                                                                    | YAML         |        -24 |        -42 |         -8 |        -74 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\test\pos_tagger_method_channel_test.dart                                                        | Dart         |        -22 |          0 |         -6 |        -28 |
| c:\Users\acer\workspace1\langtube\packages\pos_tagger\test\pos_tagger_test.dart                                                                       | Dart         |        -23 |          0 |         -6 |        -29 |
| c:\Users\acer\workspace1\langtube\packages\search_app_bar\CHANGELOG.md                                                                                | Markdown     |         -2 |          0 |         -2 |         -4 |
